,date,open,high,low,close,volume
55,2023-09-11 13:38:00+05:30,82.925,82.9275,82.925,82.925,879
56,2023-09-11 13:39:00+05:30,82.925,82.9275,82.925,82.9275,1473
57,2023-09-11 13:40:00+05:30,82.9275,82.945,82.9275,82.945,8881
58,2023-09-11 13:41:00+05:30,82.945,82.945,82.94,82.9425,1364
59,2023-09-11 13:42:00+05:30,82.9425,82.9425,82.9375,82.9375,2094
60,2023-09-11 13:43:00+05:30,82.9375,82.945,82.935,82.945,2754
61,2023-09-11 13:44:00+05:30,82.945,82.945,82.94,82.945,1798
62,2023-09-11 13:45:00+05:30,82.94,82.945,82.94,82.94,2980
63,2023-09-11 13:46:00+05:30,82.94,82.9425,82.94,82.9425,2807
64,2023-09-11 13:47:00+05:30,82.9425,82.9425,82.94,82.94,118
65,2023-09-11 13:48:00+05:30,82.9425,82.9425,82.94,82.94,1159
66,2023-09-11 13:49:00+05:30,82.94,82.94,82.935,82.9375,4890
67,2023-09-11 13:50:00+05:30,82.9375,82.9375,82.9325,82.9325,2740
68,2023-09-11 13:51:00+05:30,82.9325,82.935,82.9325,82.9325,2658
69,2023-09-11 13:52:00+05:30,82.9325,82.935,82.93,82.935,520
70,2023-09-11 13:53:00+05:30,82.9325,82.9375,82.9325,82.935,1163
71,2023-09-11 13:54:00+05:30,82.935,82.935,82.93,82.93,3695
72,2023-09-11 13:55:00+05:30,82.93,82.9325,82.925,82.9325,1344
73,2023-09-11 13:56:00+05:30,82.9325,82.94,82.9325,82.94,1374
74,2023-09-11 13:57:00+05:30,82.94,82.9425,82.94,82.94,1368
75,2023-09-11 13:58:00+05:30,82.94,82.9425,82.94,82.94,899
76,2023-09-11 13:59:00+05:30,82.9425,82.9425,82.9375,82.9375,1419
77,2023-09-11 14:00:00+05:30,82.9375,82.945,82.9375,82.945,4601
78,2023-09-11 14:01:00+05:30,82.945,82.945,82.9425,82.945,465
79,2023-09-11 14:02:00+05:30,82.945,82.9475,82.9425,82.945,1046
80,2023-09-11 14:03:00+05:30,82.945,82.9525,82.945,82.945,4028
81,2023-09-11 14:04:00+05:30,82.9475,82.9475,82.945,82.945,661
82,2023-09-11 14:05:00+05:30,82.945,82.945,82.9425,82.945,487
83,2023-09-11 14:06:00+05:30,82.945,82.945,82.9425,82.945,491
84,2023-09-11 14:07:00+05:30,82.945,82.9525,82.9425,82.9525,7081
85,2023-09-11 14:08:00+05:30,82.9525,82.965,82.95,82.965,9673
86,2023-09-11 14:09:00+05:30,82.965,82.97,82.9625,82.965,15105
87,2023-09-11 14:10:00+05:30,82.9675,82.975,82.9675,82.9725,22427
88,2023-09-11 14:11:00+05:30,82.975,82.98,82.97,82.9725,15237
89,2023-09-11 14:12:00+05:30,82.975,82.975,82.96,82.9675,5193
90,2023-09-11 14:13:00+05:30,82.9675,82.9675,82.9625,82.965,4904
91,2023-09-11 14:14:00+05:30,82.965,82.965,82.9625,82.9625,3232
92,2023-09-11 14:15:00+05:30,82.9625,82.965,82.96,82.9625,5422
93,2023-09-11 14:16:00+05:30,82.9625,82.965,82.96,82.9625,1172
94,2023-09-11 14:17:00+05:30,82.9625,82.9675,82.96,82.965,1151
95,2023-09-11 14:18:00+05:30,82.965,82.9675,82.96,82.9675,2907
96,2023-09-11 14:19:00+05:30,82.9675,82.97,82.965,82.9675,4881
97,2023-09-11 14:20:00+05:30,82.97,82.9725,82.97,82.97,15047
98,2023-09-11 14:21:00+05:30,82.97,82.9775,82.97,82.9775,1111
99,2023-09-11 14:22:00+05:30,82.975,82.9825,82.975,82.9775,10740
100,2023-09-11 14:23:00+05:30,82.9775,82.98,82.97,82.9725,6055
101,2023-09-11 14:24:00+05:30,82.9725,82.9775,82.9725,82.9775,2914
102,2023-09-11 14:25:00+05:30,82.9775,82.98,82.975,82.98,4761
103,2023-09-11 14:26:00+05:30,82.98,82.98,82.9775,82.9775,2535
104,2023-09-11 14:27:00+05:30,82.9775,82.9775,82.975,82.975,651
105,2023-09-11 14:28:00+05:30,82.975,82.98,82.975,82.9775,2242
106,2023-09-11 14:29:00+05:30,82.9775,82.9775,82.9725,82.9725,10354
107,2023-09-11 14:30:00+05:30,82.975,82.975,82.9675,82.9675,7399
108,2023-09-11 14:31:00+05:30,82.97,82.9725,82.965,82.9675,6162
109,2023-09-11 14:32:00+05:30,82.9675,82.9725,82.9675,82.9725,338
110,2023-09-11 14:33:00+05:30,82.9725,82.975,82.97,82.975,2779
111,2023-09-11 14:34:00+05:30,82.975,82.9775,82.97,82.9725,1419
112,2023-09-11 14:35:00+05:30,82.9725,82.975,82.9725,82.975,3318
113,2023-09-11 14:36:00+05:30,82.975,82.975,82.9675,82.9725,1189
114,2023-09-11 14:37:00+05:30,82.9725,82.9725,82.96,82.965,6182
115,2023-09-11 14:38:00+05:30,82.965,82.97,82.965,82.9675,2161
116,2023-09-11 14:39:00+05:30,82.9675,82.97,82.965,82.9675,1620
117,2023-09-11 14:40:00+05:30,82.9675,82.97,82.9675,82.97,2319
118,2023-09-11 14:41:00+05:30,82.97,82.9825,82.97,82.9825,6435
119,2023-09-11 14:42:00+05:30,82.985,82.985,82.9775,82.98,3370
120,2023-09-11 14:43:00+05:30,82.98,82.9925,82.9775,82.985,7917
121,2023-09-11 14:44:00+05:30,82.9875,82.995,82.9875,82.99,8711
122,2023-09-11 14:45:00+05:30,82.99,82.99,82.985,82.985,1613
123,2023-09-11 14:46:00+05:30,82.985,82.9875,82.985,82.985,1139
124,2023-09-11 14:47:00+05:30,82.9875,82.9875,82.98,82.98,3551
125,2023-09-11 14:48:00+05:30,82.98,82.9825,82.98,82.9825,2163
126,2023-09-11 14:49:00+05:30,82.9825,82.9825,82.9775,82.9825,3042
127,2023-09-11 14:50:00+05:30,82.9825,82.985,82.9825,82.985,714
128,2023-09-11 14:51:00+05:30,82.9825,82.985,82.9825,82.9825,238
129,2023-09-11 14:52:00+05:30,82.9825,82.9875,82.9825,82.985,1732
130,2023-09-11 14:53:00+05:30,82.985,82.985,82.98,82.98,462
131,2023-09-11 14:54:00+05:30,82.98,82.9875,82.98,82.985,1118
132,2023-09-11 14:55:00+05:30,82.985,82.985,82.9825,82.9825,909
133,2023-09-11 14:56:00+05:30,82.98,82.9825,82.98,82.98,2274
134,2023-09-11 14:57:00+05:30,82.9825,82.985,82.98,82.9825,1255
135,2023-09-11 14:58:00+05:30,82.985,82.9925,82.985,82.99,1959
136,2023-09-11 14:59:00+05:30,82.99,82.9925,82.99,82.9925,985
137,2023-09-11 15:00:00+05:30,82.99,83.015,82.99,83.01,33953
138,2023-09-11 15:01:00+05:30,83.01,83.0225,83.01,83.0175,15151
139,2023-09-11 15:02:00+05:30,83.02,83.0225,83.0175,83.0225,9791
140,2023-09-11 15:03:00+05:30,83.0225,83.0375,83.02,83.03,9231
141,2023-09-11 15:04:00+05:30,83.03,83.035,83.015,83.0175,7708
142,2023-09-11 15:05:00+05:30,83.0225,83.025,83.0175,83.02,7852
143,2023-09-11 15:06:00+05:30,83.02,83.025,83.015,83.0225,4313
144,2023-09-11 15:07:00+05:30,83.0225,83.03,83.02,83.03,13022
145,2023-09-11 15:08:00+05:30,83.025,83.0275,83.0225,83.0275,11567
146,2023-09-11 15:09:00+05:30,83.03,83.035,83.0275,83.035,5172
147,2023-09-11 15:10:00+05:30,83.0375,83.0375,83.0275,83.03,8481
148,2023-09-11 15:11:00+05:30,83.035,83.0525,83.03,83.0475,14075
149,2023-09-11 15:12:00+05:30,83.0475,83.055,83.0425,83.05,16394
150,2023-09-11 15:13:00+05:30,83.05,83.0625,83.0475,83.06,15778
151,2023-09-11 15:14:00+05:30,83.0625,83.065,83.055,83.0575,9111
152,2023-09-11 15:15:00+05:30,83.0625,83.0675,83.0575,83.065,6270
153,2023-09-11 15:16:00+05:30,83.0625,83.0775,83.0625,83.0675,12132
154,2023-09-11 15:17:00+05:30,83.07,83.08,83.0675,83.0725,14581
155,2023-09-11 15:18:00+05:30,83.07,83.075,83.07,83.075,8699
156,2023-09-11 15:19:00+05:30,83.0725,83.0775,83.07,83.07,6564
157,2023-09-11 15:20:00+05:30,83.0725,83.0775,83.07,83.075,3863
158,2023-09-11 15:21:00+05:30,83.075,83.0875,83.075,83.0825,13433
159,2023-09-11 15:22:00+05:30,83.0825,83.1,83.08,83.1,18055
160,2023-09-11 15:23:00+05:30,83.1,83.115,83.0925,83.1075,22480
161,2023-09-11 15:24:00+05:30,83.11,83.11,83.085,83.0975,17588
162,2023-09-11 15:25:00+05:30,83.0975,83.0975,83.0875,83.0875,9403
163,2023-09-11 15:26:00+05:30,83.0875,83.09,83.08,83.08,11126
164,2023-09-11 15:27:00+05:30,83.0825,83.0825,83.0725,83.08,12030
165,2023-09-11 15:28:00+05:30,83.0775,83.0825,83.0725,83.08,8033
166,2023-09-11 15:29:00+05:30,83.08,83.0825,83.0775,83.08,7590
167,2023-09-11 15:30:00+05:30,83.08,83.08,83.06,83.0675,15010
168,2023-09-11 15:31:00+05:30,83.0675,83.0775,83.0625,83.0725,9584
169,2023-09-11 15:32:00+05:30,83.07,83.0725,83.065,83.0675,1851
170,2023-09-11 15:33:00+05:30,83.0675,83.0675,83.065,83.0675,1251
171,2023-09-11 15:34:00+05:30,83.0675,83.0725,83.065,83.0675,3038
172,2023-09-11 15:35:00+05:30,83.0675,83.0675,83.06,83.0625,2072
173,2023-09-11 15:36:00+05:30,83.06,83.07,83.06,83.0675,2478
174,2023-09-11 15:37:00+05:30,83.0675,83.07,83.0675,83.0675,1877
175,2023-09-11 15:38:00+05:30,83.0675,83.0675,83.0625,83.0675,1700
176,2023-09-11 15:39:00+05:30,83.0675,83.07,83.065,83.065,4888
177,2023-09-11 15:40:00+05:30,83.065,83.07,83.065,83.07,1112
178,2023-09-11 15:41:00+05:30,83.07,83.08,83.0675,83.0775,7618
179,2023-09-11 15:42:00+05:30,83.0775,83.085,83.075,83.0825,6732
180,2023-09-11 15:43:00+05:30,83.0825,83.085,83.0675,83.0675,7703
181,2023-09-11 15:44:00+05:30,83.0675,83.07,83.065,83.0675,1656
182,2023-09-11 15:45:00+05:30,83.07,83.075,83.0675,83.07,1034
183,2023-09-11 15:46:00+05:30,83.0725,83.075,83.07,83.07,1490
184,2023-09-11 15:47:00+05:30,83.07,83.0725,83.07,83.07,110
185,2023-09-11 15:48:00+05:30,83.07,83.0725,83.065,83.0675,2081
186,2023-09-11 15:49:00+05:30,83.0675,83.0675,83.0575,83.0625,4589
187,2023-09-11 15:50:00+05:30,83.0625,83.065,83.06,83.06,1485
188,2023-09-11 15:51:00+05:30,83.06,83.0625,83.06,83.0625,843
189,2023-09-11 15:52:00+05:30,83.0625,83.065,83.06,83.06,1226
190,2023-09-11 15:53:00+05:30,83.06,83.07,83.06,83.0675,2316
191,2023-09-11 15:54:00+05:30,83.0675,83.075,83.0675,83.0725,2545
192,2023-09-11 15:55:00+05:30,83.0725,83.0725,83.07,83.0725,1199
193,2023-09-11 15:56:00+05:30,83.0725,83.075,83.0725,83.075,2447
194,2023-09-11 15:57:00+05:30,83.075,83.075,83.07,83.07,1265
195,2023-09-11 15:58:00+05:30,83.0725,83.0725,83.0675,83.07,1063
196,2023-09-11 15:59:00+05:30,83.07,83.0725,83.07,83.07,99
197,2023-09-11 16:00:00+05:30,83.075,83.0775,83.0725,83.075,4100
198,2023-09-11 16:01:00+05:30,83.075,83.0775,83.07,83.0725,1787
199,2023-09-11 16:02:00+05:30,83.0725,83.075,83.0725,83.075,991
200,2023-09-11 16:03:00+05:30,83.0725,83.075,83.0725,83.0725,244
201,2023-09-11 16:04:00+05:30,83.0725,83.075,83.0725,83.075,1164
202,2023-09-11 16:05:00+05:30,83.075,83.0775,83.0725,83.075,1348
203,2023-09-11 16:06:00+05:30,83.075,83.0775,83.0725,83.0725,759
204,2023-09-11 16:07:00+05:30,83.0725,83.0725,83.07,83.07,184
205,2023-09-11 16:08:00+05:30,83.07,83.075,83.07,83.075,1713
206,2023-09-11 16:09:00+05:30,83.075,83.075,83.07,83.07,1684
207,2023-09-11 16:10:00+05:30,83.07,83.07,83.0675,83.0675,834
208,2023-09-11 16:11:00+05:30,83.0675,83.0725,83.0675,83.07,672
209,2023-09-11 16:12:00+05:30,83.07,83.0725,83.0675,83.07,1056
210,2023-09-11 16:13:00+05:30,83.07,83.0725,83.07,83.0725,770
211,2023-09-11 16:14:00+05:30,83.0725,83.075,83.07,83.075,524
212,2023-09-11 16:15:00+05:30,83.075,83.075,83.07,83.07,1518
213,2023-09-11 16:16:00+05:30,83.07,83.075,83.07,83.075,1748
214,2023-09-11 16:17:00+05:30,83.075,83.075,83.0675,83.0675,1407
215,2023-09-11 16:18:00+05:30,83.0675,83.07,83.0675,83.07,328
216,2023-09-11 16:19:00+05:30,83.07,83.0725,83.0675,83.0725,861
217,2023-09-11 16:20:00+05:30,83.0725,83.075,83.07,83.075,157
218,2023-09-11 16:21:00+05:30,83.075,83.075,83.07,83.075,751
219,2023-09-11 16:22:00+05:30,83.075,83.075,83.0725,83.0725,550
220,2023-09-11 16:23:00+05:30,83.0725,83.075,83.0725,83.0725,1100
221,2023-09-11 16:24:00+05:30,83.0725,83.075,83.07,83.0725,2343
222,2023-09-11 16:25:00+05:30,83.0725,83.075,83.0725,83.0725,179
223,2023-09-11 16:26:00+05:30,83.0725,83.075,83.07,83.075,1113
224,2023-09-11 16:27:00+05:30,83.075,83.075,83.07,83.07,135
225,2023-09-11 16:28:00+05:30,83.07,83.0725,83.0675,83.07,2383
226,2023-09-11 16:29:00+05:30,83.07,83.07,83.0675,83.07,2096
227,2023-09-11 16:30:00+05:30,83.07,83.07,83.0675,83.07,2318
228,2023-09-11 16:31:00+05:30,83.07,83.0725,83.0675,83.0725,1987
229,2023-09-11 16:32:00+05:30,83.0725,83.075,83.0725,83.0725,1408
230,2023-09-11 16:33:00+05:30,83.0725,83.0825,83.0725,83.0825,5818
231,2023-09-11 16:34:00+05:30,83.0825,83.0825,83.0775,83.08,2202
232,2023-09-11 16:35:00+05:30,83.08,83.08,83.075,83.075,3546
233,2023-09-11 16:36:00+05:30,83.075,83.0775,83.075,83.0775,3302
234,2023-09-11 16:37:00+05:30,83.0775,83.08,83.075,83.075,1459
235,2023-09-11 16:38:00+05:30,83.075,83.08,83.075,83.0775,640
236,2023-09-11 16:39:00+05:30,83.0775,83.0825,83.0775,83.08,3485
237,2023-09-11 16:40:00+05:30,83.08,83.0825,83.0775,83.0825,1611
238,2023-09-11 16:41:00+05:30,83.0825,83.085,83.0775,83.08,5105
239,2023-09-11 16:42:00+05:30,83.08,83.0825,83.0775,83.0775,2002
240,2023-09-11 16:43:00+05:30,83.08,83.0825,83.0775,83.08,3529
241,2023-09-11 16:44:00+05:30,83.08,83.0825,83.0775,83.0825,1242
242,2023-09-11 16:45:00+05:30,83.0825,83.085,83.08,83.0825,7651
243,2023-09-11 16:46:00+05:30,83.0825,83.09,83.08,83.09,3851
244,2023-09-11 16:47:00+05:30,83.0875,83.0875,83.085,83.0875,3800
245,2023-09-11 16:48:00+05:30,83.0875,83.09,83.0875,83.0875,4620
246,2023-09-11 16:49:00+05:30,83.0875,83.0925,83.0875,83.0875,2077
247,2023-09-11 16:50:00+05:30,83.0875,83.09,83.0875,83.09,3743
248,2023-09-11 16:51:00+05:30,83.0875,83.09,83.085,83.0875,3684
249,2023-09-11 16:52:00+05:30,83.0875,83.09,83.085,83.085,1460
250,2023-09-11 16:53:00+05:30,83.085,83.09,83.085,83.0875,2730
251,2023-09-11 16:54:00+05:30,83.0875,83.0875,83.0825,83.085,4667
252,2023-09-11 16:55:00+05:30,83.085,83.0875,83.0825,83.085,1770
253,2023-09-11 16:56:00+05:30,83.085,83.085,83.0825,83.0825,4021
254,2023-09-11 16:57:00+05:30,83.0825,83.0825,83.08,83.0825,3717
255,2023-09-11 16:58:00+05:30,83.0825,83.085,83.0825,83.0825,5921
256,2023-09-11 16:59:00+05:30,83.0825,83.0925,83.0825,83.0925,13939
257,2023-09-12 09:00:00+05:30,82.99,83.015,82.99,83.01,37243
258,2023-09-12 09:01:00+05:30,83.01,83.0125,83.0075,83.01,13380
259,2023-09-12 09:02:00+05:30,83.01,83.0125,83.0025,83.0025,12839
260,2023-09-12 09:03:00+05:30,83.005,83.01,83.0025,83.01,6574
261,2023-09-12 09:04:00+05:30,83.01,83.01,83.0075,83.01,2316
262,2023-09-12 09:05:00+05:30,83.01,83.02,83.01,83.0125,16630
263,2023-09-12 09:06:00+05:30,83.015,83.0175,83.0075,83.015,6988
264,2023-09-12 09:07:00+05:30,83.0125,83.0175,83.0125,83.0175,7584
265,2023-09-12 09:08:00+05:30,83.0175,83.0275,83.0175,83.025,11034
266,2023-09-12 09:09:00+05:30,83.025,83.0275,83.0225,83.0275,2512
267,2023-09-12 09:10:00+05:30,83.025,83.0325,83.025,83.0275,11290
268,2023-09-12 09:11:00+05:30,83.0275,83.03,83.0225,83.025,8577
269,2023-09-12 09:12:00+05:30,83.025,83.0275,83.02,83.0275,5482
270,2023-09-12 09:13:00+05:30,83.0275,83.0275,83.02,83.02,2380
271,2023-09-12 09:14:00+05:30,83.0125,83.02,83.01,83.01,2420
272,2023-09-12 09:15:00+05:30,83.0125,83.0225,83.0125,83.02,2694
273,2023-09-12 09:16:00+05:30,83.025,83.025,83.0175,83.02,3096
274,2023-09-12 09:17:00+05:30,83.02,83.0225,83.0175,83.02,468
275,2023-09-12 09:18:00+05:30,83.02,83.0225,83.0175,83.0225,2219
276,2023-09-12 09:19:00+05:30,83.0225,83.025,83.02,83.02,2153
277,2023-09-12 09:20:00+05:30,83.02,83.0275,83.02,83.025,6596
278,2023-09-12 09:21:00+05:30,83.025,83.03,83.0225,83.025,1457
279,2023-09-12 09:22:00+05:30,83.025,83.0475,83.025,83.04,10655
280,2023-09-12 09:23:00+05:30,83.0425,83.0525,83.0425,83.045,11589
281,2023-09-12 09:24:00+05:30,83.045,83.0575,83.0425,83.055,10984
282,2023-09-12 09:25:00+05:30,83.055,83.055,83.045,83.0475,1626
283,2023-09-12 09:26:00+05:30,83.0475,83.05,83.045,83.0475,1422
284,2023-09-12 09:27:00+05:30,83.0475,83.05,83.035,83.04,6206
285,2023-09-12 09:28:00+05:30,83.04,83.04,83.035,83.0375,1762
286,2023-09-12 09:29:00+05:30,83.0325,83.035,83.0325,83.0325,1613
287,2023-09-12 09:30:00+05:30,83.0325,83.04,83.0325,83.04,1859
288,2023-09-12 09:31:00+05:30,83.035,83.0425,83.0275,83.03,9317
289,2023-09-12 09:32:00+05:30,83.03,83.0375,83.0275,83.0325,2055
290,2023-09-12 09:33:00+05:30,83.0325,83.035,83.0325,83.035,702
291,2023-09-12 09:34:00+05:30,83.035,83.045,83.035,83.0425,6760
292,2023-09-12 09:35:00+05:30,83.0425,83.06,83.0425,83.0575,10583
293,2023-09-12 09:36:00+05:30,83.0575,83.06,83.055,83.055,11956
294,2023-09-12 09:37:00+05:30,83.055,83.0575,83.0525,83.0575,1330
295,2023-09-12 09:38:00+05:30,83.0575,83.065,83.055,83.06,7621
296,2023-09-12 09:39:00+05:30,83.065,83.065,83.0575,83.0625,4569
297,2023-09-12 09:40:00+05:30,83.0625,83.065,83.0575,83.06,5920
298,2023-09-12 09:41:00+05:30,83.06,83.0625,83.0575,83.0625,3382
299,2023-09-12 09:42:00+05:30,83.0625,83.0675,83.055,83.055,6388
300,2023-09-12 09:43:00+05:30,83.055,83.055,83.045,83.045,4877
301,2023-09-12 09:44:00+05:30,83.045,83.05,83.0425,83.0425,3481
302,2023-09-12 09:45:00+05:30,83.0425,83.0475,83.035,83.0425,10709
303,2023-09-12 09:46:00+05:30,83.04,83.0425,83.04,83.04,2788
304,2023-09-12 09:47:00+05:30,83.04,83.045,83.035,83.035,6855
305,2023-09-12 09:48:00+05:30,83.035,83.0375,83.0325,83.035,2499
306,2023-09-12 09:49:00+05:30,83.035,83.04,83.035,83.0375,1526
307,2023-09-12 09:50:00+05:30,83.04,83.045,83.0375,83.0425,3680
308,2023-09-12 09:51:00+05:30,83.0425,83.0425,83.0375,83.0425,369
309,2023-09-12 09:52:00+05:30,83.0425,83.05,83.04,83.0475,8141
310,2023-09-12 09:53:00+05:30,83.0475,83.05,83.045,83.045,2753
311,2023-09-12 09:54:00+05:30,83.045,83.05,83.045,83.0475,2022
312,2023-09-12 09:55:00+05:30,83.0475,83.0475,83.0425,83.0475,2432
313,2023-09-12 09:56:00+05:30,83.0475,83.0475,83.0425,83.0475,5298
314,2023-09-12 09:57:00+05:30,83.0475,83.0475,83.045,83.045,782
315,2023-09-12 09:58:00+05:30,83.045,83.05,83.045,83.0475,1555
316,2023-09-12 09:59:00+05:30,83.0475,83.05,83.045,83.045,3003
317,2023-09-12 10:00:00+05:30,83.0425,83.0475,83.04,83.045,625
318,2023-09-12 10:01:00+05:30,83.045,83.045,83.035,83.035,2603
319,2023-09-12 10:02:00+05:30,83.035,83.035,83.0325,83.035,1311
320,2023-09-12 10:03:00+05:30,83.035,83.035,83.025,83.025,7221
321,2023-09-12 10:04:00+05:30,83.025,83.0375,83.025,83.035,5276
322,2023-09-12 10:05:00+05:30,83.035,83.035,83.0325,83.0325,627
323,2023-09-12 10:06:00+05:30,83.0325,83.0425,83.0325,83.04,1004
324,2023-09-12 10:07:00+05:30,83.04,83.0425,83.0375,83.0375,1771
325,2023-09-12 10:08:00+05:30,83.0375,83.0425,83.0375,83.04,282
326,2023-09-12 10:09:00+05:30,83.04,83.0425,83.0375,83.04,706
327,2023-09-12 10:10:00+05:30,83.04,83.04,83.035,83.035,3166
328,2023-09-12 10:11:00+05:30,83.035,83.0375,83.0325,83.035,206
329,2023-09-12 10:12:00+05:30,83.035,83.0375,83.035,83.035,359
330,2023-09-12 10:13:00+05:30,83.035,83.04,83.03,83.035,6001
331,2023-09-12 10:14:00+05:30,83.035,83.0375,83.0325,83.035,1007
332,2023-09-12 10:15:00+05:30,83.0375,83.04,83.035,83.0375,1512
333,2023-09-12 10:16:00+05:30,83.0375,83.0425,83.0375,83.0375,2481
334,2023-09-12 10:17:00+05:30,83.0375,83.04,83.035,83.035,1203
335,2023-09-12 10:18:00+05:30,83.035,83.04,83.035,83.0375,131
336,2023-09-12 10:19:00+05:30,83.0375,83.0375,83.035,83.0375,1820
337,2023-09-12 10:20:00+05:30,83.0375,83.0375,83.035,83.035,162
338,2023-09-12 10:21:00+05:30,83.0375,83.04,83.035,83.04,1407
339,2023-09-12 10:22:00+05:30,83.04,83.04,83.0325,83.0325,790
340,2023-09-12 10:23:00+05:30,83.0325,83.035,83.0325,83.0325,2280
341,2023-09-12 10:24:00+05:30,83.0325,83.035,83.0325,83.035,1371
342,2023-09-12 10:25:00+05:30,83.035,83.0375,83.0325,83.035,1267
343,2023-09-12 10:26:00+05:30,83.035,83.0375,83.035,83.0375,129
344,2023-09-12 10:27:00+05:30,83.0375,83.04,83.035,83.04,1475
345,2023-09-12 10:28:00+05:30,83.04,83.04,83.04,83.04,297
346,2023-09-12 10:29:00+05:30,83.04,83.04,83.0375,83.0375,588
347,2023-09-12 10:30:00+05:30,83.0375,83.04,83.035,83.04,2574
348,2023-09-12 10:31:00+05:30,83.04,83.0425,83.04,83.0425,1211
349,2023-09-12 10:32:00+05:30,83.04,83.0425,83.04,83.04,1694
350,2023-09-12 10:33:00+05:30,83.04,83.04,83.04,83.04,239
